# {"t_start": 1649354096.0034506, "env_id": "CheolFingersSearch-v1"} 
r,l,t--25.000005,50,35.373883
-25.000005,50,35.541882
-25.000005,50,35.717879
-25.000005,50,35.901877
-25.000005,50,36.077876
-25.000005,50,36.253873
-25.000005,50,36.421871
-25.000005,50,36.589869
-25.000005,50,36.767126
-25.000005,50,36.888191
-25.000005,50,70.815954
-14.500005,50,70.985012
-25.000005,50,71.15301
-25.000005,50,71.321009
-25.000005,50,71.497007
-25.000005,50,71.665004
-25.000005,50,71.857003
-18.500005,50,72.042313
-25.000005,50,72.210311
-25.000005,50,72.356634
-25.000005,50,106.464572
-20.000005,50,106.654389
-19.000005,50,106.823452
-25.000005,50,106.99145
-25.000005,50,107.167448
-18.000005,50,107.336787
-18.500005,50,107.520784
-16.000005,50,107.704782
-16.500005,50,107.881843
-25.000005,50,108.033841
-25.000005,50,142.356309
-14.420516,50,142.540307
-19.500005,50,142.701404
-12.17943,50,142.877401
-25.000005,50,143.054631
-21.000005,50,143.2278
-25.000005,50,143.395797
-25.000005,50,143.563796
-22.000005,50,143.739794
-25.000005,50,143.899792
-9.593125,50,178.258142
-5.888287,50,178.43414
-9.540985,50,178.610138
-6.248682,50,178.778136
-7.155824,50,178.986134
-9.136601,50,179.154132
-10.012613,50,179.33013
-8.740593,50,179.498127
-8.220472,50,179.682126
-7.212736,50,179.826123
-4.250249,50,214.221002
-6.558947,50,214.389001
-10.950309,50,214.572998
-7.314321,50,214.756996
-5.22974,50,214.920949
-5.447228,50,215.105998
-6.511632,50,215.291248
-4.690334,50,215.468305
-5.862918,50,215.652302
-5.64983,50,215.7803
-2.933754,50,250.184929
-3.729324,50,250.368927
-3.162463,50,250.544925
-3.50058,50,250.714204
-3.280453,50,250.899261
-2.343538,50,251.08326
-3.303049,50,251.251258
-3.545371,50,251.443256
-2.678697,50,251.611253
-3.801405,50,251.747252
-3.658221,50,286.544335
-4.200681,50,286.736332
-4.240629,50,286.928329
-3.957419,50,287.088328
-4.299935,50,287.280326
-3.107033,50,287.456324
-3.712103,50,287.633596
-4.174057,50,287.802654
-5.479021,50,287.970652
-4.242722,50,288.09865
-4.743401,50,322.890517
-5.638027,50,323.075577
-4.487629,50,323.259575
-5.441578,50,323.459573
-5.639297,50,323.653166
-3.788675,50,323.837164
-3.372994,50,324.014217
-6.456255,50,324.190215
-5.618866,50,324.366213
-5.970803,50,324.470212
-2.945983,50,359.254108
-2.867991,50,359.431967
-4.374291,50,359.597096
-3.218879,50,359.773094
-4.607063,50,359.949092
-2.828226,50,360.110146
-3.748558,50,360.270145
-3.312945,50,360.446142
-4.241898,50,360.639393
-3.57365,50,360.775392
-3.883983,50,395.824926
-4.004471,50,396.000924
-4.192122,50,396.176923
-3.469305,50,396.360919
-3.657728,50,396.538163
-2.928281,50,396.714161
-3.630688,50,396.899214
-2.863107,50,397.083213
-3.551461,50,397.259211
-3.501548,50,397.395209
-2.82791,50,432.118617
-3.500005,50,432.293147
-3.582516,50,432.482638
-3.151607,50,432.670135
-3.06803,50,432.849653
-3.322265,50,433.017203
-4.057927,50,433.194726
-3.507934,50,433.369258
-3.961516,50,433.546782
-3.037695,50,433.67344
-4.523948,50,468.602102
-3.11956,50,468.787881
-4.445107,50,468.979385
-4.75704,50,469.1542
-4.691129,50,469.322198
-7.128571,50,469.498196
-3.615015,50,469.674194
-3.487515,50,469.865071
-4.311585,50,470.038605
-4.175891,50,470.165265
-2.856714,50,504.776075
-3.077676,50,504.936073
-3.887647,50,505.120071
-2.575917,50,505.296069
-4.223088,50,505.472067
-3.890454,50,505.664066
-4.3423,50,505.832063
-2.480992,50,506.024062
-2.680331,50,506.208059
-2.898871,50,506.352739
-2.719044,50,541.026537
-3.343081,50,541.210535
-3.477833,50,541.378533
-3.807636,50,541.554531
-3.742364,50,541.73053
-3.449122,50,541.914528
-4.000092,50,542.090526
-2.943812,50,542.250525
-3.16337,50,542.434522
-4.537441,50,542.57852
-2.625141,50,577.362982
-4.210885,50,577.554979
-2.872757,50,577.738978
-2.613652,50,577.908275
-3.347249,50,578.08533
-3.094209,50,578.280496
-2.675904,50,578.456495
-2.860908,50,578.632492
-3.331248,50,578.79249
-3.965409,50,578.921885
-3.572972,50,613.307568
-3.08505,50,613.483565
-3.298318,50,613.651563
-3.087078,50,613.819562
-3.555172,50,613.979559
-2.691585,50,614.155558
-4.554803,50,614.331556
-3.054552,50,614.515554
-3.134159,50,614.676775
-4.089687,50,614.845837
-3.314286,50,649.377709
-2.137836,50,649.553706
-3.584106,50,649.729705
-2.91655,50,649.905703
-2.565812,50,650.075005
-2.668872,50,650.243004
-3.019462,50,650.428061
-3.505422,50,650.604059
-2.730575,50,650.788056
-3.452369,50,650.932055
-2.18745,50,685.646208
-3.142714,50,685.823267
-3.089487,50,686.015266
-2.398211,50,686.183264
-2.590206,50,686.359262
-3.034376,50,686.543259
-3.20121,50,686.717278
-2.763925,50,686.896896
-3.566953,50,687.072894
-4.303492,50,687.217955
-2.588807,50,721.887247
-2.360621,50,722.079245
-2.641085,50,722.263242
-2.621331,50,722.424507
-2.918903,50,722.60957
-2.756896,50,722.785568
-2.425636,50,722.970771
-2.194452,50,723.147828
-3.280964,50,723.330987
-2.634931,50,723.458985
-3.378866,50,758.163072
-3.519944,50,758.341301
-2.680826,50,758.525299
-2.62641,50,758.701297
-4.109118,50,758.877295
-2.724685,50,759.045293
-2.164077,50,759.221291
-3.143738,50,759.402612
-3.502509,50,759.579674
-2.634855,50,759.707672
-2.29334,50,794.48288
-4.244291,50,794.658878
-2.979327,50,794.842876
-3.512164,50,795.026874
-3.420347,50,795.202872
-2.256754,50,795.386869
-3.791,50,795.570868
-2.60582,50,795.754866
-3.589631,50,795.914864
-2.604256,50,796.042863
-2.495548,50,830.762477
-2.23901,50,830.938475
-2.870132,50,831.114473
-3.234072,50,831.290471
-2.856554,50,831.475912
-3.530137,50,831.660968
-3.441,50,831.844965
-2.849697,50,832.028965
-2.865526,50,832.196963
-3.345771,50,832.32496
-2.548028,50,867.025577
-2.900821,50,867.201575
-3.438228,50,867.377574
-2.688891,50,867.545572
-3.239965,50,867.716806
-3.055672,50,867.892804
-2.665317,50,868.077866
-2.210039,50,868.255279
-3.443354,50,868.420472
-2.858391,50,868.580471
-2.71992,50,903.344668
-2.343751,50,903.520666
-4.226498,50,903.6979
-2.906892,50,903.874967
-3.909198,50,904.048428
-3.940324,50,904.225487
-3.542078,50,904.394773
-4.293691,50,904.579833
-2.67676,50,904.76383
-2.814998,50,904.899827
-2.700047,50,939.383573
-2.59851,50,939.559571
-2.211039,50,939.752633
-2.326619,50,939.928631
-3.090429,50,940.104629
-3.507598,50,940.272627
-3.231415,50,940.448625
-3.024687,50,940.632623
-2.203883,50,940.808621
-2.655561,50,940.946473
-2.857771,50,975.521482
-5.587515,50,975.706544
-4.494979,50,975.890541
-3.886134,50,976.06654
-2.683384,50,976.242538
-3.396408,50,976.442535
-4.101901,50,976.610534
-3.26408,50,976.794531
-3.103373,50,976.962531
-3.808834,50,977.082529
-2.515507,50,1011.736556
-3.905593,50,1011.912555
-3.362673,50,1012.112552
-3.526703,50,1012.29655
-3.577366,50,1012.472547
-2.638054,50,1012.648546
-2.415841,50,1012.833788
-3.358502,50,1013.034844
-3.040406,50,1013.218843
-2.58599,50,1013.31484
-3.391136,50,1047.921716
-2.772543,50,1048.111805
-2.493147,50,1048.295803
-2.758906,50,1048.471038
-3.523281,50,1048.647036
-5.118195,50,1048.828484
-4.703075,50,1048.997397
-2.732193,50,1049.189394
-2.858958,50,1049.366454
-3.725422,50,1049.495724
-2.40022,50,1084.136277
-2.849831,50,1084.321333
-2.581984,50,1084.499812
-3.208484,50,1084.659811
-2.245626,50,1084.836867
-2.989396,50,1085.016397
-4.353849,50,1085.193444
-3.55252,50,1085.361444
-2.666874,50,1085.539535
-2.575213,50,1085.692595
-3.509398,50,1120.42934
-4.130526,50,1120.614444
-4.159754,50,1120.782442
-2.384981,50,1120.968094
-2.178429,50,1121.161147
-3.527155,50,1121.353145
-4.483481,50,1121.529144
-2.946529,50,1121.705142
-2.938778,50,1121.873141
-5.015709,50,1121.994404
-2.396128,50,1156.568837
-3.635915,50,1156.760835
-4.421406,50,1156.936832
-3.520211,50,1157.120831
-4.018928,50,1157.30483
-3.496634,50,1157.488828
-3.576493,50,1157.672825
-3.445717,50,1157.848823
-2.639389,50,1158.034169
-2.325491,50,1158.147225
-2.231448,50,1192.766327
-3.454777,50,1192.950831
-2.852265,50,1193.140323
-4.925634,50,1193.327819
-2.361708,50,1193.495742
-2.967748,50,1193.67974
-2.611188,50,1193.864796
-2.475912,50,1194.042249
-2.549226,50,1194.219307
-2.627793,50,1194.339306
-3.851216,50,1229.149125
-2.746837,50,1229.327646
-3.099493,50,1229.500183
-3.531751,50,1229.692667
-3.12024,50,1229.869236
-2.021249,50,1230.054297
-3.763281,50,1230.222294
-3.204568,50,1230.390292
-3.868057,50,1230.551876
-3.015382,50,1230.687874
-2.675802,50,1265.341592
-4.12022,50,1265.525593
-2.338276,50,1265.694654
-2.86982,50,1265.868135
-3.214145,50,1266.028133
-2.368522,50,1266.212131
-3.284864,50,1266.372129
